comm_type,comm_group,comm_group_size,msg_size,stage,dst,src,additional,_elapsed_time,algbw,busbw,count
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.1157120019197464,72.5,72.5,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.1372160017490387,122.27,106.99,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.13926400244235992,120.47,105.41,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08191999793052673,0.8,0.7,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07782399654388428,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11468800157308578,73.14,73.14,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.21606400609016418,155.3,155.3,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5120000243186951,262.14,229.38,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5150719881057739,260.58,228.01,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2099200040102005,159.84,159.84,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11059200018644333,75.85,75.85,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.14028799533843994,119.59,104.64,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.14028799533843994,119.59,104.64,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08089599758386612,0.81,0.71,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07577600330114365,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.1157120019197464,72.5,72.5,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2099200040102005,159.84,159.84,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5048320293426514,265.87,232.63,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5140479803085327,261.1,228.46,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20787200331687927,161.42,161.42,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.12492799758911133,67.15,67.15,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13516800105571747,124.12,108.61,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.1382399946451187,121.36,106.19,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08089599758386612,0.81,0.71,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07680000364780426,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.12697599828243256,66.06,66.06,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20787200331687927,161.42,161.42,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.506879985332489,264.79,231.69,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5140479803085327,261.1,228.46,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2170879989862442,154.57,154.57,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11366400122642517,73.8,73.8,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.1382399946451187,121.36,106.19,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.1372160017490387,122.27,106.99,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08294399827718735,0.79,0.69,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.0798719972372055,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11673600226640701,71.86,71.86,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.21196800470352173,158.3,158.3,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5273600220680237,254.51,222.7,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5181440114974976,259.04,226.66,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2170879989862442,154.57,154.57,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11980800330638885,70.02,70.02,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13619199395179749,123.19,107.79,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.15052799880504608,111.46,97.52,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08908800035715103,0.74,0.64,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07884799689054489,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11366400122642517,73.8,73.8,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.21299199759960175,157.54,157.54,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5120000243186951,262.14,229.38,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5130239725112915,261.62,228.92,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20582400262355804,163.02,163.02,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11059200018644333,75.85,75.85,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13619199395179749,123.19,107.79,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.13926400244235992,120.47,105.41,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08499199897050858,0.77,0.67,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07680000364780426,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.1085439994931221,77.28,77.28,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.21196800470352173,158.3,158.3,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5171200037002563,259.55,227.1,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5109760165214539,262.67,229.84,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2099200040102005,159.84,159.84,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11059200018644333,75.85,75.85,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13619199395179749,123.19,107.79,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.1443839967250824,116.2,101.67,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08294399827718735,0.79,0.69,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07782399654388428,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11366400122642517,73.8,73.8,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.21196800470352173,158.3,158.3,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5089280009269714,263.73,230.76,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5120000243186951,262.14,229.38,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20684799551963806,162.22,162.22,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.10956799983978271,76.56,76.56,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.1372160017490387,122.27,106.99,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.14028799533843994,119.59,104.64,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08191999793052673,0.8,0.7,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07884799689054489,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11366400122642517,73.8,73.8,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.24268800020217896,138.26,138.26,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5099520087242126,263.2,230.3,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5130239725112915,261.62,228.92,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2181120067834854,153.84,153.84,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11161600053310394,75.16,75.16,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.1454080045223236,115.38,100.96,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.1669120043516159,100.52,87.95,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08191999793052673,0.8,0.7,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07680000364780426,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.12800000607967377,65.54,65.54,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2181120067834854,153.84,153.84,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5058559775352478,265.33,232.16,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5160959959030151,260.06,227.56,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20582400262355804,163.02,163.02,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.12083200365304947,69.42,69.42,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13619199395179749,123.19,107.79,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.14028799533843994,119.59,104.64,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08294399827718735,0.79,0.69,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07782399654388428,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11366400122642517,73.8,73.8,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20787200331687927,161.42,161.42,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5058559775352478,265.33,232.16,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5150719881057739,260.58,228.01,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.21196800470352173,158.3,158.3,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.1157120019197464,72.5,72.5,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13619199395179749,123.19,107.79,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.14131200313568115,118.72,103.88,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08191999793052673,0.8,0.7,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.0870399996638298,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11161600053310394,75.16,75.16,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2088959962129593,160.63,160.63,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5079039931297302,264.26,231.23,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5160959959030151,260.06,227.56,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20377600193023682,164.66,164.66,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11264000087976456,74.47,74.47,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13619199395179749,123.19,107.79,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.1372160017490387,122.27,106.99,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08089599758386612,0.81,0.71,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.0798719972372055,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.10956799983978271,76.56,76.56,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2303999960422516,145.64,145.64,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5120000243186951,262.14,229.38,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5171200037002563,259.55,227.1,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2088959962129593,160.63,160.63,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11161600053310394,75.16,75.16,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.1372160017490387,122.27,106.99,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.14950400590896606,112.22,98.19,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08294399827718735,0.79,0.69,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07884799689054489,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.12185599654912949,68.84,68.84,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20684799551963806,162.22,162.22,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5140479803085327,261.1,228.46,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5150719881057739,260.58,228.01,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.2088959962129593,160.63,160.63,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.10956799983978271,76.56,76.56,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13619199395179749,123.19,107.79,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.13926400244235992,120.47,105.41,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.0798719972372055,0.82,0.72,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07577600330114365,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.1372160017490387,61.13,61.13,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.21094399690628052,159.07,159.07,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5099520087242126,263.2,230.3,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5140479803085327,261.1,228.46,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20787200331687927,161.42,161.42,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.1085439994931221,77.28,77.28,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13619199395179749,123.19,107.79,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.13926400244235992,120.47,105.41,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08089599758386612,0.81,0.71,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07577600330114365,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11059200018644333,75.85,75.85,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20787200331687927,161.42,161.42,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5099520087242126,263.2,230.3,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5109760165214539,262.67,229.84,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20787200331687927,161.42,161.42,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11059200018644333,75.85,75.85,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.14950400590896606,112.22,98.19,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.1382399946451187,121.36,106.19,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08191999793052673,0.8,0.7,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07782399654388428,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11059200018644333,75.85,75.85,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.24371199309825897,137.68,137.68,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5120000243186951,262.14,229.38,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5191680192947388,258.52,226.21,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20684799551963806,162.22,162.22,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.10956799983978271,76.56,76.56,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13619199395179749,123.19,107.79,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.15052799880504608,111.46,97.52,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08089599758386612,0.81,0.71,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07680000364780426,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.12083200365304947,69.42,69.42,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.23244799673557281,144.35,144.35,1
CommType.all_gather,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5109760165214539,262.67,229.84,1
CommType.reduce_scatter,CommGroup.tp_group,None,134217728,forward.MoE,None,None,,0.5120000243186951,262.14,229.38,1
CommType.all_to_all,CommGroup.ep_group,None,33554432,forward.MoE,None,None,,0.20582400262355804,163.02,163.02,1
CommType.all_to_all,CommGroup.tp_group,None,8388608,forward.MoE,None,None,,0.11366400122642517,73.8,73.8,1
CommType.all_gather,CommGroup.tp_group,2,16777216,forward.MegatronColumnLinear,None,None,,0.13516800105571747,124.12,108.61,1
CommType.reduce_scatter,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.1372160017490387,122.27,106.99,1
CommType.all_gather,CommGroup.tp_group,2,65536,forward.MoE,None,None,,0.08089599758386612,0.81,0.71,1
CommType.all_gather,CommGroup.tp_group,2,32,forward.MoE,None,None,,0.07782399654388428,0.0,0.0,1
CommType.all_to_all,CommGroup.tp_group,2,8388608,forward.MoE,None,None,,0.11059200018644333,75.85,75.85,1
